	weir_forest_18	weir_forest	18	Guardian	sprout_deer_1;moss_toad_1;thorn_beetle_1	39;39;39	rg_weir_forest_stage_18	boss_weir_forest
	salt_coast_01	salt_coast	1	Normal	dew_slug_1	17	rg_salt_coast_stage_01
	salt_coast_02	salt_coast	2	Normal	reef_turtle_1	19	rg_salt_coast_stage_02
	salt_coast_03	salt_coast	3	Observation	mist_ray_1	21	rg_salt_coast_stage_03
	salt_coast_04	salt_coast	4	Normal	brine_otter_1	23	rg_salt_coast_stage_04
	salt_coast_05	salt_coast	5	Normal	abyss_whale_1	25	rg_salt_coast_stage_05
	salt_coast_06	salt_coast	6	Normal	tide_serpent_1	27	rg_salt_coast_stage_06
	salt_coast_07	salt_coast	7	Normal	dew_slug_1;reef_turtle_1	29;29	rg_salt_coast_stage_07
	salt_coast_08	salt_coast	8	Normal	reef_turtle_1;mist_ray_1	31;31	rg_salt_coast_stage_08
	salt_coast_09	salt_coast	9	Observation	mist_ray_1;brine_otter_1	33;33	rg_salt_coast_stage_09
	salt_coast_10	salt_coast	10	Normal	brine_otter_1;abyss_whale_1	35;35	rg_salt_coast_stage_10
	salt_coast_11	salt_coast	11	Normal	abyss_whale_1;tide_serpent_1	37;37	rg_salt_coast_stage_11
	salt_coast_12	salt_coast	12	Normal	tide_serpent_1;dew_slug_1	39;39	rg_salt_coast_stage_12
	salt_coast_13	salt_coast	13	Normal	dew_slug_1;reef_turtle_1	41;41	rg_salt_coast_stage_13
	salt_coast_14	salt_coast	14	Normal	reef_turtle_1;mist_ray_1;brine_otter_1	43;43;43	rg_salt_coast_stage_14
	salt_coast_15	salt_coast	15	Observation	mist_ray_1;brine_otter_1;abyss_whale_1	45;45;45	rg_salt_coast_stage_15
	salt_coast_16	salt_coast	16	Normal	brine_otter_1;abyss_whale_1;tide_serpent_1	47;47;47	rg_salt_coast_stage_16
	salt_coast_17	salt_coast	17	Normal	abyss_whale_1;tide_serpent_1;dew_slug_1	49;49;49	rg_salt_coast_stage_17
	salt_coast_18	salt_coast	18	Guardian	tide_serpent_1;dew_slug_1;reef_turtle_1	51;51;51	rg_salt_coast_stage_18	boss_salt_coast
	ashen_crater_01	ashen_crater	1	Normal	cinder_pup_1	29	rg_ashen_crater_stage_01
	ashen_crater_02	ashen_crater	2	Normal	ash_boar_1	31	rg_ashen_crater_stage_02
	ashen_crater_03	ashen_crater	3	Observation	flare_hawk_1	33	rg_ashen_crater_stage_03
	ashen_crater_04	ashen_crater	4	Normal	magma_crab_1	35	rg_ashen_crater_stage_04
	ashen_crater_05	ashen_crater	5	Normal	pyre_lion_1	37	rg_ashen_crater_stage_05
	ashen_crater_06	ashen_crater	6	Normal	ember_fox_1	39	rg_ashen_crater_stage_06
	ashen_crater_07	ashen_crater	7	Normal	cinder_pup_1;ash_boar_1	41;41	rg_ashen_crater_stage_07
	ashen_crater_08	ashen_crater	8	Normal	ash_boar_1;flare_hawk_1	43;43	rg_ashen_crater_stage_08
	ashen_crater_09	ashen_crater	9	Observation	flare_hawk_1;magma_crab_1	45;45	rg_ashen_crater_stage_09
	ashen_crater_10	ashen_crater	10	Normal	magma_crab_1;pyre_lion_1	47;47	rg_ashen_crater_stage_10
	ashen_crater_11	ashen_crater	11	Normal	pyre_lion_1;ember_fox_1	49;49	rg_ashen_crater_stage_11
	ashen_crater_12	ashen_crater	12	Normal	ember_fox_1;cinder_pup_1	51;51	rg_ashen_crater_stage_12
	ashen_crater_13	ashen_crater	13	Normal	cinder_pup_1;ash_boar_1	53;53	rg_ashen_crater_stage_13
	ashen_crater_14	ashen_crater	14	Normal	ash_boar_1;flare_hawk_1;magma_crab_1	55;55;55	rg_ashen_crater_stage_14
	ashen_crater_15	ashen_crater	15	Observation	flare_hawk_1;magma_crab_1;pyre_lion_1	57;57;57	rg_ashen_crater_stage_15
	ashen_crater_16	ashen_crater	16	Normal	magma_crab_1;pyre_lion_1;ember_fox_1	59;59;59	rg_ashen_crater_stage_16
	ashen_crater_17	ashen_crater	17	Normal	pyre_lion_1;ember_fox_1;cinder_pup_1	61;61;61	rg_ashen_crater_stage_17
	ashen_crater_18	ashen_crater	18	Guardian	ember_fox_1;cinder_pup_1;ash_boar_1	63;63;63	rg_ashen_crater_stage_18	boss_ashen_crater
	frost_ridge_01	frost_ridge	1	Normal	bolt_lynx_1	41	rg_frost_ridge_stage_01
	frost_ridge_02	frost_ridge	2	Normal	coil_snake_1	43	rg_frost_ridge_stage_02
	frost_ridge_03	frost_ridge	3	Observation	storm_crane_1	45	rg_frost_ridge_stage_03
	frost_ridge_04	frost_ridge	4	Normal	volt_golem_1	47	rg_frost_ridge_stage_04
	frost_ridge_05	frost_ridge	5	Normal	thunder_stag_1	49	rg_frost_ridge_stage_05
	frost_ridge_06	frost_ridge	6	Normal	spark_mouse_1	51	rg_frost_ridge_stage_06
	frost_ridge_07	frost_ridge	7	Normal	bolt_lynx_1;coil_snake_1	53;53	rg_frost_ridge_stage_07
	frost_ridge_08	frost_ridge	8	Normal	coil_snake_1;storm_crane_1	55;55	rg_frost_ridge_stage_08
	frost_ridge_09	frost_ridge	9	Observation	storm_crane_1;volt_golem_1	57;57	rg_frost_ridge_stage_09
	frost_ridge_10	frost_ridge	10	Normal	volt_golem_1;thunder_stag_1	59;59	rg_frost_ridge_stage_10
	frost_ridge_11	frost_ridge	11	Normal	thunder_stag_1;spark_mouse_1	61;61	rg_frost_ridge_stage_11
	frost_ridge_12	frost_ridge	12	Normal	spark_mouse_1;bolt_lynx_1	63;63	rg_frost_ridge_stage_12
	frost_ridge_13	frost_ridge	13	Normal	bolt_lynx_1;coil_snake_1	65;65	rg_frost_ridge_stage_13
	frost_ridge_14	frost_ridge	14	Normal	coil_snake_1;storm_crane_1;volt_golem_1	67;67;67	rg_frost_ridge_stage_14
	frost_ridge_15	frost_ridge	15	Observation	storm_crane_1;volt_golem_1;thunder_stag_1	69;69;69	rg_frost_ridge_stage_15
	frost_ridge_16	frost_ridge	16	Normal	volt_golem_1;thunder_stag_1;spark_mouse_1	71;71;71	rg_frost_ridge_stage_16
	frost_ridge_17	frost_ridge	17	Normal	thunder_stag_1;spark_mouse_1;bolt_lynx_1	73;73;73	rg_frost_ridge_stage_17
	frost_ridge_18	frost_ridge	18	Guardian	spark_mouse_1;bolt_lynx_1;coil_snake_1	75;75;75	rg_frost_ridge_stage_18	boss_frost_ridge
	sunken_temple_01	sunken_temple	1	Normal	dusk_weasel_1	53	rg_sunken_temple_stage_01
	sunken_temple_02	sunken_temple	2	Normal	gloom_spider_1	55	rg_sunken_temple_stage_02
	sunken_temple_03	sunken_temple	3	Observation	night_hound_1	57	rg_sunken_temple_stage_03
	sunken_temple_04	sunken_temple	4	Normal	umbra_owl_1	59	rg_sunken_temple_stage_04
	sunken_temple_05	sunken_temple	5	Normal	void_seraph_1	61	rg_sunken_temple_stage_05
	sunken_temple_06	sunken_temple	6	Normal	shade_bat_1	63	rg_sunken_temple_stage_06
	sunken_temple_07	sunken_temple	7	Normal	dusk_weasel_1;gloom_spider_1	65;65	rg_sunken_temple_stage_07
	sunken_temple_08	sunken_temple	8	Normal	gloom_spider_1;night_hound_1	67;67	rg_sunken_temple_stage_08
	sunken_temple_09	sunken_temple	9	Observation	night_hound_1;umbra_owl_1	69;69	rg_sunken_temple_stage_09
	sunken_temple_10	sunken_temple	10	Normal	umbra_owl_1;void_seraph_1	71;71	rg_sunken_temple_stage_10
	sunken_temple_11	sunken_temple	11	Normal	void_seraph_1;shade_bat_1	73;73	rg_sunken_temple_stage_11
	sunken_temple_12	sunken_temple	12	Normal	shade_bat_1;dusk_weasel_1	75;75	rg_sunken_temple_stage_12
	sunken_temple_13	sunken_temple	13	Normal	dusk_weasel_1;gloom_spider_1	77;77	rg_sunken_temple_stage_13
	sunken_temple_14	sunken_temple	14	Normal	gloom_spider_1;night_hound_1;umbra_owl_1	79;79;79	rg_sunken_temple_stage_14
	sunken_temple_15	sunken_temple	15	Observation	night_hound_1;umbra_owl_1;void_seraph_1	81;81;81	rg_sunken_temple_stage_15
	sunken_temple_16	sunken_temple	16	Normal	umbra_owl_1;void_seraph_1;shade_bat_1	83;83;83	rg_sunken_temple_stage_16
	sunken_temple_17	sunken_temple	17	Normal	void_seraph_1;shade_bat_1;dusk_weasel_1	85;85;85	rg_sunken_temple_stage_17
	sunken_temple_18	sunken_temple	18	Guardian	shade_bat_1;dusk_weasel_1;gloom_spider_1	87;87;87	rg_sunken_temple_stage_18	boss_sunken_temple
